Dataset,Model,Tree_Index,Node,Left_Child,Right_Child,Feature,Threshold,Impurity,Samples,Weighted_Samples,Is_Leaf,Value_0,Value_1,Positive_Probability
job_change,Random Forest,0,15,16,17,num__training_hours,5.0,0.11684864819070295,21,64.14583337882064,False,0.06230641322421834,0.9376935867757816,0.9376935867757816
job_change,Random Forest,0,16,-1,-1,leaf,,0.2771653159138717,4,12.023204496840995,True,0.1662076363320094,0.8337923636679906,0.8337923636679906
job_change,Random Forest,0,17,-1,-1,leaf,,0.07373891289112311,17,52.12262888197966,True,0.03833936321748377,0.9616606367825161,0.9616606367825162
job_change,Random Forest,0,18,-1,-1,leaf,,-1.3322676295501878e-15,3,10.024856096284667,True,0.0,1.0,1.0
job_change,Random Forest,0,19,-1,-1,leaf,,0.49999863159325086,2,4.0033196198132615,True,0.49917283413147584,0.5008271658685242,0.5008271658685242
job_change,Random Forest,0,20,21,40,cat__enrolled_university_Part time course,0.5,0.3209715999867323,129,298.54202710826473,False,0.20081076221455804,0.7991892377854419,0.7991892377854419
job_change,Random Forest,0,21,22,39,cat__company_type_NGO,0.5,0.31135536967143607,121,283.18824194382995,False,0.19288061740703832,0.8071193825929613,0.8071193825929616
job_change,Random Forest,0,22,23,36,cat__relevent_experience_No relevent experience,0.5,0.31936480716117266,116,270.4922984947695,False,0.19947113879127404,0.8005288612087259,0.8005288612087259
job_change,Random Forest,0,23,24,35,cat__company_size_10/49,0.5,0.3281179709095251,104,235.08880113776527,False,0.20684302064382426,0.793156979356176,0.7931569793561758
job_change,Random Forest,0,24,25,30,cat__company_size_10000+,0.5,0.36635412796555544,87,190.3199409992946,False,0.24149867308421405,0.7585013269157862,0.758501326915786
job_change,Random Forest,0,25,26,27,cat__company_type_Pvt Ltd,0.5,0.42859973734467216,61,113.49803262751547,False,0.3110552161935562,0.688944783806444,0.6889447838064439
job_change,Random Forest,0,26,-1,-1,leaf,,0.4796812130758181,2,3.3372034862944853,True,0.39920618341341135,0.6007938165865887,0.6007938165865887
job_change,Random Forest,0,27,28,29,cat__experience_17,0.5,0.4265672131901562,59,110.16082914122099,False,0.3083847777317214,0.6916152222682788,0.6916152222682787
job_change,Random Forest,0,28,-1,-1,leaf,,0.41644691212949014,57,108.16248074066465,True,0.2956068887284729,0.7043931112715273,0.7043931112715272
job_change,Random Forest,0,29,-1,-1,leaf,,-7.105427357601002e-15,2,1.9983484005563281,True,1.0,0.0,0.0
job_change,Random Forest,0,30,31,32,cat__gender_Male,0.5,0.2389746479940843,26,76.82190837177919,False,0.1387346183164544,0.8612653816835459,0.8612653816835456
job_change,Random Forest,0,31,-1,-1,leaf,,0.37437936987003884,2,5.342174705551419,True,0.249380138327026,0.750619861672974,0.750619861672974
job_change,Random Forest,0,32,33,34,cat__last_new_job_2,0.5,0.22688823110389456,24,71.47973366622779,False,0.13046531360635116,0.8695346863936488,0.8695346863936488
job_change,Random Forest,0,33,-1,-1,leaf,,0.24431953983676358,15,46.76058572032643,True,0.14245247856876628,0.8575475214312336,0.8575475214312337
job_change,Random Forest,0,34,-1,-1,leaf,,0.1923418433531967,9,24.719147945901376,True,0.10778949743358338,0.8922105025664164,0.8922105025664167
job_change,Random Forest,0,35,-1,-1,leaf,,0.11194773297243088,17,44.76886013847071,True,0.059516023544800525,0.9404839764551994,0.9404839764551994
job_change,Random Forest,0,36,37,38,cat__enrolled_university_no_enrollment,0.5,0.255727247794286,12,35.403497357004206,False,0.15051984877126656,0.8494801512287337,0.8494801512287334
job_change,Random Forest,0,37,-1,-1,leaf,,0.37437936987003884,6,18.697611469429965,True,0.249380138327026,0.750619861672974,0.750619861672974
job_change,Random Forest,0,38,-1,-1,leaf,,0.07656654615117253,6,16.705885887574244,True,0.03987314040102656,0.9601268595989734,0.9601268595989735
job_change,Random Forest,0,39,-1,-1,leaf,,0.09942815549070894,5,12.695943449060376,True,0.05246684787085084,0.9475331521291491,0.9475331521291491
job_change,Random Forest,0,40,-1,-1,leaf,,0.45322844978809484,8,15.353785164434875,True,0.34707591718125685,0.6529240828187433,0.6529240828187433
job_change,Random Forest,0,41,-1,-1,leaf,,0.08651619634647878,4,14.70091466831731,True,0.04531120331950208,0.954688796680498,0.954688796680498
job_change,Random Forest,0,42,43,44,cat__company_size_10/49,0.5,0.14161469823007033,16,43.43000505273254,False,0.07668847064488947,0.9233115293551106,0.9233115293551106
job_change,Random Forest,0,43,-1,-1,leaf,,0.12805269324492097,13,38.7539464806999,True,0.06875337290879656,0.9312466270912033,0.9312466270912034
job_change,Random Forest,0,44,-1,-1,leaf,,0.24431953983676347,3,4.676058572032643,True,0.1424524785687663,0.8575475214312337,0.8575475214312337
job_change,Random Forest,0,45,-1,-1,leaf,,2.1316282072803006e-14,2,2.6644645340751043,True,1.0,0.0,0.0
job_change,Random Forest,0,46,47,48,cat__enrolled_university_no_enrollment,0.5,0.49198265630549165,17,32.0331797772067,False,0.43668592694153363,0.5633140730584664,0.5633140730584664
job_change,Random Forest,0,47,-1,-1,leaf,,0.3396282784498542,7,15.36040798313548,True,0.2168289195997005,0.7831710804002995,0.7831710804002995
job_change,Random Forest,0,48,49,50,cat__education_level_High School,0.5,0.46122593150285907,10,16.672771794071217,False,0.6392373306573006,0.3607626693426994,0.3607626693426994
job_change,Random Forest,0,49,-1,-1,leaf,,0.42055525670800686,8,13.33556830777673,True,0.6993047205813162,0.3006952794186837,0.30069527941868374
job_change,Random Forest,0,50,-1,-1,leaf,,0.4796812130758181,2,3.3372034862944853,True,0.39920618341341135,0.6007938165865887,0.6007938165865887
job_change,Random Forest,0,51,-1,-1,leaf,,-1.0658141036401503e-14,3,2.6644645340751043,True,1.0,0.0,0.0
job_change,Random Forest,0,52,-1,-1,leaf,,1.2212453270876722e-14,2,4.662812934631432,True,1.0,0.0,0.0
job_change,Random Forest,0,53,54,129,num__city_development_index,0.9065000116825104,0.3396543793990997,990,1211.2006038533968,False,0.7831480360172871,0.21685196398271378,0.21685196398271359
job_change,Random Forest,0,54,55,128,cat__city_city_77,0.5,0.39904592253585713,515,655.3882129320118,False,0.7246709565833375,0.27532904341665815,0.27532904341665937
job_change,Random Forest,0,55,56,125,cat__company_size_5000-9999,0.5,0.4010640982386543,510,650.0592838638618,False,0.7224139179113443,0.2775860820886514,0.27758608208865254
job_change,Random Forest,0,56,57,122,cat__city_city_76,0.5,0.3829288410351186,481,606.0161452272142,False,0.7419412727966059,0.2580587272033917,0.2580587272033923
job_change,Random Forest,0,57,58,121,cat__city_city_150,0.5,0.3719405099397224,475,592.6607084633359,False,0.7530409947619933,0.2469590052380038,0.24695900523800451
job_change,Random Forest,0,58,59,82,num__training_hours,9.5,0.36428990648031223,473,585.9796786720462,False,0.7604900127833023,0.23950998721669567,0.23950998721669614
job_change,Random Forest,0,59,60,81,cat__city_city_173,0.5,0.49993323945566215,43,67.39031740330667,False,0.49422243371574587,0.5057775662842542,0.5057775662842542
job_change,Random Forest,0,60,61,78,cat__company_type_Public Sector,0.5,0.4979425363476093,41,64.05973673571279,False,0.4679261504306804,0.5320738495693196,0.5320738495693196
job_change,Random Forest,0,61,62,77,cat__major_discipline_Other,0.5,0.49828346115005595,37,55.37373572516629,False,0.5292962356792144,0.47070376432078553,0.4707037643207856
job_change,Random Forest,0,62,63,74,cat__experience_6,0.5,0.4997274673441733,34,53.37538732460996,False,0.5116733169199421,0.48832668308005767,0.4883266830800578
job_change,Random Forest,0,63,64,71,cat__relevent_experience_No relevent experience,0.5,0.4880439094322587,30,42.69103791350712,False,0.5773178199632578,0.4226821800367422,0.4226821800367422
job_change,Random Forest,0,64,65,70,cat__experience_5,0.5,0.49999863159325164,24,36.02987657831937,False,0.49917283413147556,0.5008271658685239,0.5008271658685242
job_change,Random Forest,0,65,66,69,cat__education_level_High School,0.5,0.49817157003506807,22,34.03152817776303,False,0.4697640117994099,0.5302359882005898,0.5302359882005899
job_change,Random Forest,0,66,67,68,cat__last_new_job_never,0.5,0.4999986315932522,18,28.02323733869283,False,0.4991728341314758,0.5008271658685242,0.5008271658685242
job_change,Random Forest,0,67,-1,-1,leaf,,0.49691358100655725,16,26.024888938136503,True,0.460716294768423,0.539283705231577,0.539283705231577
job_change,Random Forest,0,68,-1,-1,leaf,,0.0,2,1.9983484005563281,True,1.0,0.0,0.0
job_change,Random Forest,0,69,-1,-1,leaf,,0.4439534622127024,4,6.008290839070194,True,0.33259848001392356,0.6674015199860766,0.6674015199860766
job_change,Random Forest,0,70,-1,-1,leaf,,1.7763568394002505e-15,2,1.9983484005563281,True,1.0,0.0,0.0
job_change,Random Forest,0,71,72,73,cat__company_size_10000+,0.5,3.219646771412954e-15,6,6.661161335187761,False,1.0,0.0,0.0
job_change,Random Forest,0,72,-1,-1,leaf,,0.0,4,4.662812934631432,True,1.0,0.0,0.0
job_change,Random Forest,0,73,-1,-1,leaf,,0.0,2,1.9983484005563281,True,1.0,0.0,0.0
job_change,Random Forest,0,74,75,76,num__city_development_index,0.8710000216960907,0.37437936987003917,4,10.684349411102838,False,0.249380138327026,0.750619861672974,0.750619861672974
job_change,Random Forest,0,75,-1,-1,leaf,,0.4439534622127025,2,6.008290839070195,True,0.3325984800139235,0.6674015199860764,0.6674015199860764
job_change,Random Forest,0,76,-1,-1,leaf,,0.2443195398367629,2,4.676058572032643,True,0.1424524785687663,0.8575475214312337,0.8575475214312337
job_change,Random Forest,0,77,-1,-1,leaf,,0.0,3,1.9983484005563281,True,1.0,0.0,0.0
job_change,Random Forest,0,78,79,80,cat__last_new_job_1,0.5,0.14161469823007422,4,8.68600101054651,False,0.07668847064488944,0.9233115293551104,0.9233115293551105
job_change,Random Forest,0,79,-1,-1,leaf,,0.37437936987003884,2,2.6710873527757095,True,0.249380138327026,0.750619861672974,0.750619861672974
job_change,Random Forest,0,80,-1,-1,leaf,,5.551115123125783e-16,2,6.0149136577708,True,0.0,1.0,1.0
job_change,Random Forest,0,81,-1,-1,leaf,,-2.220446049250313e-15,2,3.3305806675938805,True,1.0,0.0,0.0
job_change,Random Forest,0,82,83,100,cat__relevent_experience_Has relevent experience,0.5,0.3258422556316428,430,518.589361268738,False,0.7950912946601121,0.2049087053398896,0.20490870533988925
job_change,Random Forest,0,83,84,99,cat__city_city_50,0.5,0.4923897759270135,67,96.0598024194164,False,0.5616855901851717,0.438314409814829,0.4383144098148287
job_change,Random Forest,0,84,85,98,cat__experience_12,0.5,0.4881511090393956,64,90.05151158034622,False,0.5769704195149147,0.423029580485086,0.4230295804850857
job_change,Random Forest,0,85,86,97,cat__company_type_Funded Startup,0.5,0.47485913390338974,62,82.70436565553786,False,0.6121179425796996,0.38788205742030135,0.387882057420301
job_change,Random Forest,0,86,87,96,cat__city_city_65,0.5,0.45892509423918426,60,78.694423217024,False,0.6433089420811121,0.35669105791888894,0.35669105791888855
job_change,Random Forest,0,87,88,95,cat__company_type_NGO,0.5,0.4506079629469696,58,76.0233358642483,False,0.6571496691899633,0.3428503308100377,0.3428503308100374
job_change,Random Forest,0,88,89,92,num__training_hours,83.0,0.41107706729001325,56,69.34230607295876,False,0.7108588778187744,0.28914112218122595,0.28914112218122584
job_change,Random Forest,0,89,90,91,cat__last_new_job_2,0.5,0.17279764779501605,40,41.978562049084125,False,0.9044764221836569,0.09552357781634291,0.09552357781634294
job_change,Random Forest,0,90,-1,-1,leaf,,0.18885813013902475,36,37.98186524797146,True,0.8944248153076675,0.10557518469233235,0.10557518469233237
job_change,Random Forest,0,91,-1,-1,leaf,,0.0,4,3.9966968011126567,True,1.0,0.0,0.0
job_change,Random Forest,0,92,93,94,cat__company_type_Public Sector,0.5,0.4851499166737623,16,27.363744023874663,False,0.4138313185483357,0.5861686814516642,0.5861686814516642
job_change,Random Forest,0,93,-1,-1,leaf,,0.4553578850634057,14,24.699279489799554,True,0.3505976657869855,0.6494023342130146,0.6494023342130146
job_change,Random Forest,0,94,-1,-1,leaf,,-2.6645352591003757e-15,2,2.6644645340751043,True,1.0,0.0,0.0
job_change,Random Forest,0,95,-1,-1,leaf,,0.17952400531111168,2,6.681029791289576,True,0.09970261386758493,0.9002973861324151,0.9002973861324151
job_change,Random Forest,0,96,-1,-1,leaf,,0.37437936987003395,2,2.6710873527757095,True,0.249380138327026,0.750619861672974,0.750619861672974
job_change,Random Forest,0,97,-1,-1,leaf,,-3.552713678800501e-15,2,4.009942438513867,True,0.0,1.0,1.0
job_change,Random Forest,0,98,-1,-1,leaf,,0.29689440279117973,2,7.347145924808352,True,0.18132650156561345,0.8186734984343865,0.8186734984343865
job_change,Random Forest,0,99,-1,-1,leaf,,0.44395346221270005,3,6.008290839070195,True,0.3325984800139235,0.6674015199860764,0.6674015199860764
job_change,Random Forest,0,100,101,120,cat__city_city_67,0.5,0.2575764495344586,363,422.52955884932237,False,0.8481548150360271,0.15184518496397437,0.15184518496397417
job_change,Random Forest,0,101,102,119,cat__city_city_165,0.5,0.2736837444628093,330,379.89150348542034,False,0.8363898449248953,0.16361015507510634,0.16361015507510607
job_change,Random Forest,0,102,103,114,cat__company_size_500-999,0.5,0.24361951332503062,325,367.2021828550607,False,0.8580366508298884,0.14196334917011189,0.14196334917011183
job_change,Random Forest,0,103,104,113,cat__last_new_job_4,0.5,0.23224121449999724,303,343.8682497258017,False,0.8658953303200267,0.13410466967997398,0.1341046696799739
job_change,Random Forest,0,104,105,112,cat__city_city_26,0.5,0.24890680945147714,278,316.5574882515321,False,0.8543255498468345,0.14567445015316668,0.14567445015316652
job_change,Random Forest,0,105,106,109,cat__company_size_1000-4999,0.5,0.25109737584015834,275,313.22690758393827,False,0.8527765752993255,0.1472234247006758,0.1472234247006756
job_change,Random Forest,0,106,107,108,cat__education_level_Masters,0.5,0.20650172688713897,227,257.2201698187565,False,0.8830784992092758,0.1169215007907244,0.11692150079072437
job_change,Random Forest,0,107,-1,-1,leaf,,0.08342741577557644,44,45.96863603149618,True,0.9563839306025265,0.043616069397473395,0.0436160693974734
job_change,Random Forest,0,108,-1,-1,leaf,,0.23043533724467047,183,211.25153378726034,True,0.8671271324455119,0.1328728675544879,0.13287286755448793
job_change,Random Forest,0,109,110,111,cat__experience_8,0.5,0.4087415377143899,48,56.00673776518206,False,0.7136099977594661,0.28639000224053357,0.2863900022405337
job_change,Random Forest,0,110,-1,-1,leaf,,0.4265770103439722,45,52.010040964069404,True,0.6916024395147775,0.308397560485222,0.3083975604852221
job_change,Random Forest,0,111,-1,-1,leaf,,0.0,3,3.9966968011126562,True,1.0,0.0,0.0
job_change,Random Forest,0,112,-1,-1,leaf,,0.0,3,3.33058066759388,True,1.0,0.0,0.0
job_change,Random Forest,0,113,-1,-1,leaf,,0.0,25,27.31076147426982,True,1.0,0.0,0.0
job_change,Random Forest,0,114,115,118,cat__city_city_136,0.5,0.3826544743428285,22,23.333933129258973,False,0.7422246123509905,0.2577753876490096,0.2577753876490096
job_change,Random Forest,0,115,116,117,cat__experience_>20,0.5,0.21173150398642826,17,16.659526156670005,False,0.8796501652927146,0.12034983470728544,0.12034983470728544
job_change,Random Forest,0,116,-1,-1,leaf,,0.0,13,12.656206536856743,True,1.0,0.0,0.0
job_change,Random Forest,0,117,-1,-1,leaf,,0.499998631593252,4,4.0033196198132615,True,0.49917283413147584,0.5008271658685242,0.5008271658685242
job_change,Random Forest,0,118,-1,-1,leaf,,0.4796812130758191,5,6.6744069725889705,True,0.39920618341341135,0.6007938165865887,0.6007938165865887
job_change,Random Forest,0,119,-1,-1,leaf,,0.33177323264572633,5,12.68932063035977,True,0.2099769256125701,0.79002307438743,0.79002307438743
job_change,Random Forest,0,120,-1,-1,leaf,,0.08962375746236928,33,42.63805536390229,True,0.9529769544566435,0.047023045543356505,0.047023045543356505
job_change,Random Forest,0,121,-1,-1,leaf,,0.17952400531111512,2,6.681029791289576,True,0.09970261386758493,0.9002973861324151,0.9002973861324151
job_change,Random Forest,0,122,123,124,cat__company_type_NGO,0.5,0.3743793698700477,6,13.355436763878547,False,0.24938013832702596,0.750619861672974,0.750619861672974
job_change,Random Forest,0,123,-1,-1,leaf,,0.3743793698700385,4,8.013262058327129,True,0.24938013832702596,0.7506198616729739,0.750619861672974
job_change,Random Forest,0,124,-1,-1,leaf,,0.37437936987003895,2,5.342174705551419,True,0.249380138327026,0.750619861672974,0.750619861672974
job_change,Random Forest,0,125,126,127,cat__education_level_Masters,0.5,0.49571729467551207,29,44.043138636646475,False,0.45372524811244613,0.546274751887554,0.5462747518875539
job_change,Random Forest,0,126,-1,-1,leaf,,0.2681955142251755,7,16.699263068873638,True,0.15955581531268265,0.8404441846873173,0.8404441846873173
job_change,Random Forest,0,127,-1,-1,leaf,,0.4644204182004238,22,27.343875567772848,True,0.6333783749330747,0.3666216250669249,0.3666216250669251
job_change,Random Forest,0,128,-1,-1,leaf,,-2.1316282072803006e-14,5,5.328929068150209,True,1.0,0.0,0.0
job_change,Random Forest,0,129,130,203,cat__last_new_job_1,0.5,0.2520490701596535,475,555.8123909213824,False,0.8521014980373808,0.14789850196261936,0.14789850196261933
job_change,Random Forest,0,130,131,188,cat__last_new_job_4,0.5,0.2885041101457182,217,275.2649107920692,False,0.8251890910334186,0.17481090896658077,0.17481090896658086
job_change,Random Forest,0,131,132,179,cat__company_type_Public Sector,0.5,0.2568333180490503,177,225.25984104725669,False,0.848688028150489,0.15131197184951117,0.15131197184951115
job_change,Random Forest,0,132,133,178,cat__city_city_61,0.5,0.2065439141204961,153,188.5837167915203,False,0.8830509665041348,0.11694903349586523,0.11694903349586523
job_change,Random Forest,0,133,134,177,cat__experience_13,0.5,0.21041092493464986,149,184.5870199904076,False,0.880518774218402,0.11948122578159817,0.11948122578159814
job_change,Random Forest,0,134,135,162,cat__last_new_job_never,0.5,0.21374294483403689,145,181.25643932281372,False,0.8783233109167102,0.12167668908329024,0.12167668908329018
job_change,Random Forest,0,135,136,145,cat__last_new_job_2,0.5,0.15582066977410147,116,141.256357218184,False,0.9148369138745359,0.08516308612546462,0.08516308612546458
job_change,Random Forest,0,136,137,138,num__city_development_index,0.9255000054836273,0.22739824948683274,25,30.654587779264908,False,0.8691894842172291,0.13081051578277084,0.13081051578277086
job_change,Random Forest,0,137,-1,-1,leaf,,0.0,9,11.323974269819193,True,1.0,0.0,0.0
job_change,Random Forest,0,138,139,140,cat__relevent_experience_Has relevent experience,0.5,0.32881729111185964,16,19.330613509445715,False,0.7925600014425591,0.20743999855744089,0.20743999855744089
job_change,Random Forest,0,139,-1,-1,leaf,,0.0,5,5.328929068150209,True,1.0,0.0,0.0
job_change,Random Forest,0,140,141,144,cat__experience_>20,0.5,0.40874153771440136,11,14.001684441295508,False,0.7136099977594663,0.28639000224053374,0.28639000224053374
job_change,Random Forest,0,141,142,143,num__training_hours,19.5,0.499998631593252,6,8.006639239626523,False,0.49917283413147584,0.5008271658685242,0.5008271658685242
job_change,Random Forest,0,142,-1,-1,leaf,,0.47968121307581824,3,3.3372034862944857,True,0.3992061834134113,0.6007938165865886,0.6007938165865887
job_change,Random Forest,0,143,-1,-1,leaf,,0.49002616933021537,3,4.669435753332038,True,0.5706180949537175,0.42938190504628243,0.42938190504628243
job_change,Random Forest,0,144,-1,-1,leaf,,-6.661338147750939e-16,5,5.995045201668985,True,1.0,0.0,0.0
job_change,Random Forest,0,145,146,147,cat__relevent_experience_Has relevent experience,0.5,0.13450692776308948,91,110.60176943891916,False,0.927488638584062,0.07251136141593818,0.07251136141593817
job_change,Random Forest,0,146,-1,-1,leaf,,0.0,16,18.651251738525726,True,1.0,0.0,0.0
job_change,Random Forest,0,147,148,159,cat__city_city_114,0.5,0.1592246379212673,75,91.95051770039348,False,0.9127804271514895,0.08721957284851062,0.0872195728485106
job_change,Random Forest,0,148,149,150,cat__major_discipline_STEM,0.5,0.13450692776309048,49,55.300884719459646,False,0.927488638584062,0.0725113614159381,0.07251136141593809
job_change,Random Forest,0,149,-1,-1,leaf,,0.0,4,5.328929068150209,True,1.0,0.0,0.0
job_change,Random Forest,0,150,151,158,cat__experience_4,0.5,0.1476095599949302,45,49.97195565130942,False,0.9197561434958812,0.0802438565041189,0.0802438565041189
job_change,Random Forest,0,151,152,155,cat__company_size_100-500,0.5,0.1551570845006487,43,47.30749111723431,False,0.9152366286223743,0.08476337137762582,0.08476337137762581
job_change,Random Forest,0,152,153,154,cat__company_type_Pvt Ltd,0.5,0.0983888776361721,35,38.64135856278962,False,0.948113335197597,0.05188666480240309,0.05188666480240309
job_change,Random Forest,0,153,-1,-1,leaf,,0.0,6,5.995045201668985,True,1.0,0.0,0.0
job_change,Random Forest,0,154,-1,-1,leaf,,0.1152862818507473,29,32.64631336112063,True,0.9385850648102672,0.06141493518973285,0.06141493518973285
job_change,Random Forest,0,155,156,157,cat__city_city_160,0.5,0.3556619750418166,8,8.666132554444694,False,0.7686429088568901,0.23135709114310996,0.23135709114310996
job_change,Random Forest,0,156,-1,-1,leaf,,0.3972904046610477,6,7.3339002874071415,True,0.7266159695817491,0.27338403041825093,0.27338403041825093
job_change,Random Forest,0,157,-1,-1,leaf,,-1.3322676295501878e-15,2,1.3322322670375522,True,1.0,0.0,0.0
job_change,Random Forest,0,158,-1,-1,leaf,,0.0,2,2.6644645340751043,True,1.0,0.0,0.0
job_change,Random Forest,0,159,160,161,cat__experience_8,0.5,0.19488342653333457,26,36.649632980933895,False,0.8905871051805636,0.10941289481943638,0.10941289481943638
job_change,Random Forest,0,160,-1,-1,leaf,,0.0,23,31.307458275382476,True,1.0,0.0,0.0
job_change,Random Forest,0,161,-1,-1,leaf,,0.3743793698700387,3,5.342174705551419,True,0.249380138327026,0.750619861672974,0.750619861672974
job_change,Random Forest,0,162,163,176,cat__company_size_<10,0.5,0.37562011697497255,29,40.00008210462959,False,0.7493791120212626,0.2506208879787373,0.25062088797873733
job_change,Random Forest,0,163,164,165,cat__relevent_experience_Has relevent experience,0.5,0.41579005272390757,24,34.00503690296061,False,0.705194964943212,0.29480503505678785,0.2948050350567879
job_change,Random Forest,0,164,-1,-1,leaf,,0.0,4,2.6644645340751043,True,1.0,0.0,0.0
job_change,Random Forest,0,165,166,175,cat__city_city_16,0.5,0.43510515261272653,20,31.340572368885496,False,0.6801316843135511,0.319868315686449,0.319868315686449
job_change,Random Forest,0,166,167,172,cat__experience_>20,0.5,0.47817104459369353,17,25.345527167216513,False,0.6044723777041244,0.3955276222958756,0.3955276222958756
job_change,Random Forest,0,167,168,171,cat__gender_Female,0.5,0.4973300756612328,11,18.68436583202875,False,0.46346286588437235,0.536537134115628,0.5365371341156278
job_change,Random Forest,0,168,169,170,cat__city_city_114,0.5,0.4796812130758178,9,16.68601743147243,False,0.3992061834134113,0.6007938165865886,0.6007938165865887
job_change,Random Forest,0,169,-1,-1,leaf,,0.0,3,2.6644645340751043,True,1.0,0.0,0.0
job_change,Random Forest,0,170,-1,-1,leaf,,0.40758398981517374,6,14.021552897397322,True,0.2850395266742903,0.7149604733257098,0.7149604733257098
job_change,Random Forest,0,171,-1,-1,leaf,,-8.881784197001252e-16,2,1.9983484005563281,True,1.0,0.0,0.0
job_change,Random Forest,0,172,173,174,num__training_hours,38.0,1.5543122344752192e-15,6,6.661161335187761,False,1.0,0.0,0.0
job_change,Random Forest,0,173,-1,-1,leaf,,0.0,2,1.3322322670375522,True,1.0,0.0,0.0
job_change,Random Forest,0,174,-1,-1,leaf,,0.0,4,5.328929068150209,True,1.0,0.0,0.0
job_change,Random Forest,0,175,-1,-1,leaf,,-6.661338147750939e-16,3,5.995045201668985,True,1.0,0.0,0.0
job_change,Random Forest,0,176,-1,-1,leaf,,4.773959005888173e-15,5,5.995045201668985,True,1.0,0.0,0.0
job_change,Random Forest,0,177,-1,-1,leaf,,0.0,4,3.3305806675938805,True,1.0,0.0,0.0
job_change,Random Forest,0,178,-1,-1,leaf,,0.0,4,3.9966968011126562,True,1.0,0.0,0.0
job_change,Random Forest,0,179,180,187,cat__company_size_500-999,0.5,0.4408330985037253,24,36.67612425573631,False,0.6719984033301969,0.32800159666980294,0.328001596669803
job_change,Random Forest,0,180,181,182,num__city_development_index,0.9244999885559082,0.3808779640637109,22,31.333949550184894,False,0.7440512609435662,0.2559487390564338,0.2559487390564338
job_change,Random Forest,0,181,-1,-1,leaf,,0.0,10,10.657858136300417,True,1.0,0.0,0.0
job_change,Random Forest,0,182,183,186,cat__company_size_1000-4999,0.5,0.47485913390339085,12,20.676091413884475,False,0.612117942579699,0.38788205742030113,0.38788205742030113
job_change,Random Forest,0,183,184,185,cat__experience_4,0.5,0.47968121307581835,7,13.348813945177941,False,0.39920618341341135,0.6007938165865887,0.6007938165865887
job_change,Random Forest,0,184,-1,-1,leaf,,0.41465865753107556,5,11.350465544621613,True,0.2934311949144735,0.7065688050855266,0.7065688050855266
job_change,Random Forest,0,185,-1,-1,leaf,,-8.881784197001252e-16,2,1.9983484005563281,True,1.0,0.0,0.0
job_change,Random Forest,0,186,-1,-1,leaf,,-1.5543122344752192e-15,5,7.327277468706537,True,1.0,0.0,0.0
job_change,Random Forest,0,187,-1,-1,leaf,,0.3743793698700384,2,5.342174705551419,True,0.249380138327026,0.750619861672974,0.750619861672974
