Dataset,Model,Tree_Index,Node,Left_Child,Right_Child,Feature,Threshold,Impurity,Samples,Weighted_Samples,Is_Leaf,Value_0,Value_1,Positive_Probability
job_change,Decision Tree,,47,48,57,num__training_hours,21.5,0.5708953294072778,266,419.5196620346018,False,0.13496357018047472,0.8650364298195256,0.8650364298195253
job_change,Decision Tree,,48,49,50,num__city_development_index,0.5525000095367432,0.41294309743674124,70,120.26515906191283,False,0.08308093616404619,0.9169190638359541,0.9169190638359539
job_change,Decision Tree,,49,-1,-1,leaf,,0.9175592271849584,10,12.016581678140389,True,0.3325984800139236,0.6674015199860766,0.6674015199860764
job_change,Decision Tree,,50,51,52,cat__enrolled_university_no_enrollment,0.5,0.3088344629239791,60,108.24857738377244,False,0.05538220775331596,0.9446177922466844,0.944617792246684
job_change,Decision Tree,,51,-1,-1,leaf,,0.5098006854571133,18,29.395206517934017,True,0.11330353013719748,0.8866964698628025,0.8866964698628025
job_change,Decision Tree,,52,53,54,cat__company_type_Pvt Ltd,0.5,0.2130566904215505,42,78.8533708658385,False,0.03379011581646189,0.9662098841835383,0.966209884183538
job_change,Decision Tree,,53,-1,-1,leaf,,0.4385892044576531,13,22.048060593125662,True,0.09063601726400329,0.9093639827359967,0.9093639827359967
job_change,Decision Tree,,54,55,56,num__training_hours,15.0,0.09203165620411988,29,56.80531027271287,False,0.011726300416648778,0.9882736995833512,0.9882736995833512
job_change,Decision Tree,,55,-1,-1,leaf,,0.0,19,38.094453165881724,True,0.0,1.0,1.0
job_change,Decision Tree,,56,-1,-1,leaf,,0.22174358838071478,10,18.710857106831178,True,0.035600514167551556,0.9643994858324484,0.9643994858324484
job_change,Decision Tree,,57,58,67,num__training_hours,43.0,0.6242013126550753,196,299.2545029726879,False,0.1558142947996675,0.8441857052003316,0.8441857052003324
job_change,Decision Tree,,58,59,66,num__training_hours,37.5,0.7659713685757125,69,95.49965138510726,False,0.22320203229479982,0.7767979677052007,0.7767979677052004
job_change,Decision Tree,,59,60,65,cat__education_level_Masters,0.5,0.7072136076550789,55,79.47975008715366,False,0.19276194318844653,0.8072380568115536,0.8072380568115536
job_change,Decision Tree,,60,61,62,cat__enrolled_university_no_enrollment,0.5,0.6332458641370878,44,66.79705227549452,False,0.1595558153126827,0.8404441846873172,0.8404441846873173
job_change,Decision Tree,,61,-1,-1,leaf,,0.862226975569282,11,14.02155289739732,True,0.28503952667429033,0.7149604733257099,0.7149604733257098
job_change,Decision Tree,,62,63,64,num__city_development_index,0.56700000166893,0.5469710484524042,33,52.77549937809721,False,0.126216926673976,0.873783073326024,0.873783073326024
job_change,Decision Tree,,63,-1,-1,leaf,,0.39040194924643984,10,17.37200202109302,True,0.07668847064488944,0.9233115293551104,0.9233115293551105
job_change,Decision Tree,,64,-1,-1,leaf,,0.6111396989626539,23,35.40349735700421,True,0.15051984877126653,0.8494801512287334,0.8494801512287334
job_change,Decision Tree,,65,-1,-1,leaf,,0.9488517727046772,11,12.682697811659162,True,0.3676515047409648,0.6323484952590355,0.6323484952590354
job_change,Decision Tree,,66,-1,-1,leaf,,0.9538608961632091,14,16.01990129795365,True,0.3742248525860007,0.6257751474139995,0.6257751474139994
job_change,Decision Tree,,67,68,73,num__training_hours,68.5,0.5413981417422329,127,203.75485158758045,False,0.12422974410910358,0.875770255890896,0.8757702558908964
job_change,Decision Tree,,68,69,72,num__training_hours,57.5,0.2608204337326299,41,75.50954456084342,False,0.044108075170685136,0.9558919248293148,0.9558919248293148
job_change,Decision Tree,,69,70,71,num__training_hours,51.5,0.3781355114719346,26,45.43497627198947,False,0.07330433381665864,0.9266956661833412,0.9266956661833413
job_change,Decision Tree,,70,-1,-1,leaf,,0.26613504170295027,16,29.401829336634624,True,0.04531120331950207,0.9546887966804979,0.9546887966804979
job_change,Decision Tree,,71,-1,-1,leaf,,0.542548900055018,10,16.03314693535486,True,0.12463856338456857,0.8753614366154315,0.8753614366154315
job_change,Decision Tree,,72,-1,-1,leaf,,0.0,15,30.074568288854003,True,0.0,1.0,1.0
job_change,Decision Tree,,73,74,75,num__city_development_index,0.5525000095367432,0.6609077889477731,86,128.2453070267369,False,0.17140457546362134,0.8285954245363792,0.8285954245363787
job_change,Decision Tree,,74,-1,-1,leaf,,0.9488517727046787,11,12.682697811659166,True,0.3676515047409647,0.6323484952590352,0.6323484952590352
job_change,Decision Tree,,75,76,79,num__training_hours,154.0,0.6095073269184001,75,115.56260921507771,False,0.14986698196866707,0.8501330180313338,0.850133018031333
job_change,Decision Tree,,76,77,78,num__training_hours,120.0,0.6876822329554626,57,83.48969252566751,False,0.1835037428868451,0.8164962571131551,0.8164962571131549
job_change,Decision Tree,,77,-1,-1,leaf,,0.6006941281321253,47,72.8119659332653,True,0.14637509095783396,0.8536249090421661,0.8536249090421661
job_change,Decision Tree,,78,-1,-1,leaf,,0.9884023069430214,10,10.677726592402232,True,0.4366859269415337,0.5633140730584664,0.5633140730584664
job_change,Decision Tree,,79,-1,-1,leaf,,0.3365332824530225,18,32.072916689410334,True,0.06230641322421831,0.9376935867757816,0.9376935867757817
job_change,Decision Tree,,80,81,138,cat__company_size_50-99,0.5,0.966795181345861,12625,11403.396157387242,False,0.6068613609150877,0.3931386390846441,0.39313863908474955
job_change,Decision Tree,,81,82,115,cat__relevent_experience_No relevent experience,0.5,0.8158354921073805,6776,5430.718654453424,False,0.7471043203343563,0.25289567966566656,0.2528956796656608
job_change,Decision Tree,,82,83,98,num__city_development_index,0.7915000021457672,0.7814391703680466,5691,4485.732705353115,False,0.7680245054386605,0.23197549456136035,0.23197549456135552
job_change,Decision Tree,,83,84,95,cat__city_city_40,0.5,0.9272829911731791,725,626.1916909750973,False,0.6574021604687358,0.34259783953125494,0.34259783953125816
job_change,Decision Tree,,84,85,92,cat__experience_12,0.5,0.9364814536611985,698,608.2065553700886,False,0.6472712788668412,0.35272872113315307,0.3527287211331551
job_change,Decision Tree,,85,86,89,cat__experience_>20,0.5,0.9448677851326147,673,591.553652032119,False,0.6373415670353327,0.36265843296466266,0.3626584329646643
job_change,Decision Tree,,86,87,88,num__city_development_index,0.656499981880188,0.9623570707650592,584,524.2361856345166,False,0.6137197341693469,0.38628026583065567,0.3862802658306546
job_change,Decision Tree,,87,-1,-1,leaf,,0.0,15,9.99174200278164,True,1.0,0.0,0.0
job_change,Decision Tree,,88,-1,-1,leaf,,0.9671991703472967,569,514.2444436317347,True,0.6062143292889602,0.3937856707110434,0.39378567071104204
job_change,Decision Tree,,89,90,91,num__city_development_index,0.7100000083446503,0.6772312645161922,89,67.31746639760003,False,0.8212970873786413,0.17870291262135918,0.1787029126213591
job_change,Decision Tree,,90,-1,-1,leaf,,0.34323043190353475,45,31.314081094083093,True,0.9359722160381139,0.06402778396188608,0.06402778396188608
job_change,Decision Tree,,91,-1,-1,leaf,,0.8533192878000169,44,36.003385303516936,True,0.7215579587371358,0.27844204126286437,0.2784420412628643
job_change,Decision Tree,,92,93,94,num__training_hours,35.0,1.2317174907167833e-13,25,16.652903337969395,False,1.0,0.0,0.0
job_change,Decision Tree,,93,-1,-1,leaf,,0.0,10,6.661161335187761,True,1.0,0.0,0.0
job_change,Decision Tree,,94,-1,-1,leaf,,0.0,15,9.99174200278164,True,1.0,0.0,0.0
job_change,Decision Tree,,95,96,97,cat__last_new_job_1,0.5,1.2317174907167833e-13,27,17.98513560500695,False,1.0,0.0,0.0
job_change,Decision Tree,,96,-1,-1,leaf,,0.0,12,7.993393602225313,True,1.0,0.0,0.0
job_change,Decision Tree,,97,-1,-1,leaf,,0.0,15,9.99174200278164,True,1.0,0.0,0.0
job_change,Decision Tree,,98,99,108,cat__last_new_job_4,0.5,0.7491110676180909,4966,3859.5410143780878,False,0.7859724409569724,0.21402755904304588,0.214027559043042
job_change,Decision Tree,,99,100,107,cat__city_city_89,0.5,0.7304248955053074,4606,3552.7964520244495,False,0.7957103393983134,0.2042896606017047,0.20428966060170103
job_change,Decision Tree,,100,101,104,cat__company_type_Early Stage Startup,0.5,0.7259940082021139,4588,3532.77323110669,False,0.797957664598863,0.2020423354011532,0.20204233540114994
job_change,Decision Tree,,101,102,103,cat__city_city_100,0.5,0.7344009333893121,4415,3410.840864579264,False,0.7936740745464418,0.20632592545357512,0.20632592545357165
job_change,Decision Tree,,102,-1,-1,leaf,,0.7269511926313412,4344,3346.1415029848404,True,0.7974741141388417,0.202525885861175,0.20252588586117162
job_change,Decision Tree,,103,-1,-1,leaf,,0.972597626811571,71,64.69936159442916,True,0.5971424569267406,0.40285754307325944,0.40285754307325944
job_change,Decision Tree,,104,105,106,cat__education_level_Masters,0.5,0.4099415202201185,173,121.93236652743862,False,0.9177834697891417,0.08221653021085881,0.08221653021085877
job_change,Decision Tree,,105,-1,-1,leaf,,0.501780873169636,126,90.6249082520564,True,0.8893807862579866,0.11061921374201435,0.11061921374201425
job_change,Decision Tree,,106,-1,-1,leaf,,0.0,47,31.30745827538249,True,1.0,0.0,0.0
job_change,Decision Tree,,107,-1,-1,leaf,,0.9704843471280427,18,20.023220917766913,True,0.39920618341341135,0.6007938165865887,0.6007938165865887
job_change,Decision Tree,,108,109,110,num__city_development_index,0.815500020980835,0.91163856901418,360,306.7445623536667,False,0.6731855319825938,0.32681446801740915,0.3268144680174082
job_change,Decision Tree,,109,-1,-1,leaf,,0.0,19,12.656206536856741,True,1.0,0.0,0.0
job_change,Decision Tree,,110,111,114,num__training_hours,202.0,0.9256574176916925,341,294.0883558168104,False,0.6591209445052228,0.3408790554947781,0.3408790554947778
job_change,Decision Tree,,111,112,113,cat__company_size_5000-9999,0.5,0.9387705682886602,323,282.0982654134725,False,0.6446324800476465,0.3553675199523537,0.35536751995235366
job_change,Decision Tree,,112,-1,-1,leaf,,0.9501490790114812,307,271.44040727717237,True,0.6306793009616972,0.3693206990383015,0.369320699038302
job_change,Decision Tree,,113,-1,-1,leaf,,-6.150578887324774e-14,16,10.657858136300415,True,1.0,0.0,0.0
job_change,Decision Tree,,114,-1,-1,leaf,,-6.150578887324774e-14,18,11.990090403337966,True,1.0,0.0,0.0
job_change,Decision Tree,,115,116,137,cat__major_discipline_Other,0.5,0.9360185997537651,1085,944.985949100421,False,0.6477987606974476,0.3522012393025361,0.3522012393025419
job_change,Decision Tree,,116,117,130,cat__experience_1,0.5,0.9412311678880126,1061,928.9991618959707,False,0.6417378658152784,0.3582621341847037,0.35826213418471015
job_change,Decision Tree,,117,118,125,cat__company_type_Public Sector,0.5,0.9283469498211447,1012,874.9377899817359,False,0.656266209629793,0.343733790370191,0.34373379037019647
job_change,Decision Tree,,118,119,122,num__city_development_index,0.7824999988079071,0.9007095545033396,817,690.1520854303035,False,0.6833424581152187,0.31665754188476675,0.3166575418847714
job_change,Decision Tree,,119,120,121,cat__company_size_500-999,0.5,0.9915630901718568,109,103.400325525524,False,0.5540213455950287,0.4459786544049737,0.4459786544049726
job_change,Decision Tree,,120,-1,-1,leaf,,0.998431283636324,99,96.7391641903363,True,0.5233126270123818,0.47668737298761993,0.4766873729876191
job_change,Decision Tree,,121,-1,-1,leaf,,-1.5376447218311688e-14,10,6.661161335187761,True,1.0,0.0,0.0
job_change,Decision Tree,,122,123,124,cat__city_city_103,0.5,0.8736654296491724,708,586.7517599047734,False,0.7061320704277351,0.2938679295722609,0.29386792957226204
job_change,Decision Tree,,123,-1,-1,leaf,,0.8129341332259247,489,391.3346884918491,True,0.7489525139664843,0.2510474860335207,0.25104748603351945
job_change,Decision Tree,,124,-1,-1,leaf,,0.957772133516267,219,195.4170714129238,True,0.6203815021065713,0.3796184978934259,0.379618497893427
job_change,Decision Tree,,125,126,129,cat__major_discipline_Humanities,0.5,0.9912094233624495,195,184.7857045514258,False,0.5551397215001701,0.4448602784998279,0.4448602784998288
job_change,Decision Tree,,126,127,128,cat__experience_2,0.5,0.9968043027262197,182,176.12619481568157,False,0.5332674956410558,0.4667325043589433,0.4667325043589437
job_change,Decision Tree,,127,-1,-1,leaf,,0.9883332802282716,171,160.7657868325461,True,0.5635016998542975,0.43649830014570173,0.436498300145702
job_change,Decision Tree,,128,-1,-1,leaf,,0.7543347854626126,11,15.36040798313548,True,0.2168289195997005,0.7831710804002997,0.7831710804002995
job_change,Decision Tree,,129,-1,-1,leaf,,3.0752894436622884e-14,13,8.65950973574409,True,1.0,0.0,0.0
job_change,Decision Tree,,130,131,136,cat__enrolled_university_Full time course,0.5,0.9746854857682292,49,54.06137191423055,False,0.40660885263870533,0.5933911473612946,0.5933911473612946
job_change,Decision Tree,,131,132,133,cat__major_discipline_STEM,0.5,0.998938937079302,34,33.35878922554365,False,0.5191741029445568,0.4808258970554428,0.48082589705544304
job_change,Decision Tree,,132,-1,-1,leaf,,0.9190297421512044,14,12.003336040739178,True,0.6659310024393078,0.3340689975606923,0.3340689975606923
job_change,Decision Tree,,133,134,135,num__training_hours,52.5,0.9884023069430234,20,21.355453184804468,False,0.43668592694153363,0.5633140730584663,0.5633140730584664
job_change,Decision Tree,,134,-1,-1,leaf,,0.9175592271849586,10,12.01658167814039,True,0.33259848001392356,0.6674015199860764,0.6674015199860764
job_change,Decision Tree,,135,-1,-1,leaf,,0.9855625796491971,10,9.338871506664074,True,0.5706180949537176,0.42938190504628254,0.42938190504628243
job_change,Decision Tree,,136,-1,-1,leaf,,0.7696004300912478,15,20.7025826886869,True,0.2252285622884852,0.7747714377115148,0.7747714377115148
job_change,Decision Tree,,137,-1,-1,leaf,,0.0,24,15.986787204450618,True,1.0,0.0,0.0
job_change,Decision Tree,,138,139,184,cat__education_level_Graduate,0.5,0.9987685395571804,5849,5972.6775029307455,False,0.47934400282932954,0.5206559971707009,0.520655997170685
job_change,Decision Tree,,139,140,167,cat__city_city_103,0.5,0.9707446349295277,2308,2097.0374619998297,False,0.6003514554050362,0.3996485445949907,0.39964854459498
job_change,Decision Tree,,140,141,154,num__city_development_index,0.7680000066757202,0.9324355629907255,1871,1623.8604199917656,False,0.6518162048476556,0.34818379515237263,0.3481837951523628
job_change,Decision Tree,,141,142,147,cat__last_new_job_1,0.5,0.9826805959030909,346,375.07253145721677,False,0.42267995249220797,0.5773200475077929,0.5773200475077923
job_change,Decision Tree,,142,143,146,cat__experience_6,0.5,0.9999831073345491,206,205.50153287751397,False,0.5024196133707157,0.49758038662928195,0.4975803866292831
job_change,Decision Tree,,143,144,145,cat__education_level_Masters,0.5,0.9992632556989676,195,198.17425540880743,False,0.4840221199712934,0.5159778800287046,0.5159778800287056
job_change,Decision Tree,,144,-1,-1,leaf,,0.9705954811978438,105,95.38044064849629,True,0.6006051879517913,0.39939481204821103,0.39939481204821015
job_change,Decision Tree,,145,-1,-1,leaf,,0.9550559260533619,90,102.79381476031068,True,0.37584689150972284,0.6241531084902789,0.6241531084902778
job_change,Decision Tree,,146,-1,-1,leaf,,3.0752894436622884e-14,11,7.327277468706537,True,1.0,0.0,0.0
job_change,Decision Tree,,147,148,151,num__training_hours,18.5,0.9108335843755682,140,169.57099857970348,False,0.32604419119506217,0.6739558088049381,0.673955808804938
job_change,Decision Tree,,148,149,150,num__training_hours,10.0,0.9802573191877262,26,24.013294900178966,False,0.5825289225007618,0.4174710774992379,0.417471077499238
job_change,Decision Tree,,149,-1,-1,leaf,,0.9973605230824217,11,11.343842725921007,True,0.46976401179941013,0.5302359882005899,0.5302359882005899
job_change,Decision Tree,,150,-1,-1,leaf,,0.9005399823456786,15,12.669452174257955,True,0.683495199053567,0.31650480094643296,0.31650480094643296
job_change,Decision Tree,,151,152,153,num__city_development_index,0.7324999868869781,0.8604845862836237,114,145.55770367952445,False,0.28373077641491873,0.7162692235850822,0.7162692235850815
job_change,Decision Tree,,152,-1,-1,leaf,,0.7582379953518269,59,82.14421462122874,True,0.21894585866986918,0.7810541413301312,0.7810541413301308
job_change,Decision Tree,,153,-1,-1,leaf,,0.9488517727046785,55,63.41348905829583,True,0.36765150474096475,0.6323484952590351,0.6323484952590352
job_change,Decision Tree,,154,155,162,cat__city_city_160,0.5,0.8545812489552085,1525,1248.7878885345726,False,0.7206371111109369,0.2793628888890757,0.2793628888890722
job_change,Decision Tree,,155,156,159,cat__education_level_Primary School,0.5,0.8080980701378762,1438,1147.9924221748258,False,0.7519966964632785,0.24800330353672592,0.2480033035367248
job_change,Decision Tree,,156,157,158,cat__relevent_experience_Has relevent experience,0.5,0.8258626008248304,1343,1082.0336793190727,False,0.7405848116736821,0.259415188326313,0.25941518832631427
job_change,Decision Tree,,157,-1,-1,leaf,,0.9028835889662709,528,446.7680295853205,True,0.6813716579062989,0.31862834209370516,0.3186283420937039
job_change,Decision Tree,,158,-1,-1,leaf,,0.7560781573546929,815,635.2656497337366,True,0.7822280896397898,0.21777191036019802,0.21777191036020066
job_change,Decision Tree,,159,160,161,cat__experience_1,0.5,0.33059156417288355,95,65.9587428557601,False,0.9392052931135622,0.06079470688643793,0.06079470688643793
job_change,Decision Tree,,160,-1,-1,leaf,,0.21692705280022845,85,57.958726434834176,True,0.9654069138059611,0.034593086194038794,0.0345930861940388
job_change,Decision Tree,,161,-1,-1,leaf,,0.8122607263421746,10,8.000016420925919,True,0.7493791120212626,0.2506208879787373,0.25062088797873733
job_change,Decision Tree,,162,163,166,cat__last_new_job_never,0.5,0.9455279825000318,87,100.79546635975436,False,0.36347257140288297,0.6365274285971187,0.6365274285971176
job_change,Decision Tree,,163,164,165,cat__experience_>20,0.5,0.8832720511381871,69,86.12766578494018,False,0.301628158274954,0.6983718417250466,0.6983718417250462
job_change,Decision Tree,,164,-1,-1,leaf,,0.9516804735020947,50,57.40519821922563,True,0.371320314777033,0.6286796852229669,0.628679685222967
job_change,Decision Tree,,165,-1,-1,leaf,,0.6398789263224154,19,28.722467565714634,True,0.16234026286088762,0.8376597371391123,0.8376597371391123
job_change,Decision Tree,,166,-1,-1,leaf,,0.846278705508262,18,14.66780057481428,True,0.7266159695817491,0.273384030418251,0.273384030418251
job_change,Decision Tree,,167,168,179,cat__education_level_Primary School,0.5,0.9831511996557581,437,473.1770420080938,False,0.42373348321857585,0.5762665167814262,0.576266516781425
job_change,Decision Tree,,168,169,176,cat__company_type_Funded Startup,0.5,0.9598063747215801,381,431.8579732738279,False,0.3825257638763339,0.6174742361236671,0.6174742361236665
job_change,Decision Tree,,169,170,173,cat__education_level_Masters,0.5,0.9494443308762117,361,415.85794043197666,False,0.3684111707718584,0.6315888292281406,0.6315888292281412
job_change,Decision Tree,,170,171,172,cat__last_new_job_never,0.5,0.9965788329130114,163,168.82540862177737,False,0.4655798223554627,0.5344201776445376,0.5344201776445374
job_change,Decision Tree,,171,-1,-1,leaf,,0.951402812859238,111,127.49309425011009,True,0.3709553506251363,0.6290446493748661,0.6290446493748646
job_change,Decision Tree,,172,-1,-1,leaf,,0.7992433907610559,52,41.33231437166716,True,0.7574571797228805,0.2425428202771194,0.24254282027711943
job_change,Decision Tree,,173,174,175,cat__company_type_Pvt Ltd,0.5,0.8837277463917212,198,247.0325318101993,False,0.3020047862012912,0.6979952137987074,0.6979952137987083
job_change,Decision Tree,,174,-1,-1,leaf,,0.9855625796491974,25,23.34717876666019,True,0.5706180949537173,0.42938190504628243,0.42938190504628254
job_change,Decision Tree,,175,-1,-1,leaf,,0.8471013677746242,173,223.685353043539,True,0.2739682480318644,0.7260317519681349,0.7260317519681353
job_change,Decision Tree,,176,177,178,num__training_hours,50.0,0.8122607263421552,20,16.000032841851834,False,0.7493791120212626,0.25062088797873733,0.25062088797873733
job_change,Decision Tree,,177,-1,-1,leaf,,0.8122607263421753,10,8.000016420925919,True,0.7493791120212626,0.2506208879787373,0.25062088797873733
job_change,Decision Tree,,178,-1,-1,leaf,,0.8122607263421755,10,8.000016420925919,True,0.7493791120212626,0.2506208879787373,0.25062088797873733
job_change,Decision Tree,,179,180,183,num__training_hours,69.5,0.5986482665894375,56,41.319068734265954,False,0.854427656720573,0.14557234327942692,0.14557234327942695
job_change,Decision Tree,,180,181,182,num__training_hours,14.5,4.805139755722375e-16,38,25.312413073713497,False,1.0,0.0,0.0
job_change,Decision Tree,,181,-1,-1,leaf,,0.0,10,6.661161335187761,True,1.0,0.0,0.0
job_change,Decision Tree,,182,-1,-1,leaf,,0.0,28,18.651251738525726,True,1.0,0.0,0.0
job_change,Decision Tree,,183,-1,-1,leaf,,0.9550038807908061,18,16.006655660552436,True,0.6242242111452279,0.3757757888547724,0.3757757888547723
job_change,Decision Tree,,184,185,206,cat__relevent_experience_No relevent experience,0.5,0.9784874995901723,3541,3875.640040931093,False,0.4138690984129208,0.5861309015871254,0.5861309015870984
